chrom	start	end	cov1	cov2	cov3	d1	d2	d3	dcov1	dcov2	dcov3	SNPS	S-MATCH0	S-MATCH1	S-MATCH2	S-MATCH3	S-MULTIALLELIC	S-NUCMER	S-DISCO	S-HAPLO	S-NUCMER,DISCO	S-NUCMER,HAPLO	S-DISCO,HAPLO	S-NUCMER,DISCO,HAPLO	S-	INDELS	I-MATCH0	I-MATCH1	I-MATCH2	I-MATCH3	I-MULTIALLELIC	I-NUCMER	I-DISCO	I-HAPLO	I-NUCMER,DISCO	I-NUCMER,HAPLO	I-DISCO,HAPLO	I-NUCMER,DISCO,HAPLO	I-
Pf3D7_07_v3	680000	685000	5000	5000	5000	101.4538	100.3906	91.6102	101.4538	100.3906	91.6102 	20 	0.0 	0.15 	0.15 	0.7 	0.0 	0.1 	0.05 	0.0 	0.0 	0.0 	0.15 	0.7 	0.0 	10 	0.0 	0.2 	0.2 	0.4 	0.2 	0.1 	0.1 	0.0 	0.0 	0.2 	0.1 	0.5 	0.0 
Pf3D7_07_v3	685000	690000	5000	4965	4965	100.1622	102.219	96.411	100.1622	102.93816717	97.0898288016 	13 	0.0 	0.153846153846 	0.0769230769231 	0.769230769231 	0.0 	0.153846153846 	0.0 	0.0 	0.0 	0.0 	0.0769230769231 	0.769230769231 	0.0 	15 	0.0 	0.133333333333 	0.0 	0.333333333333 	0.533333333333 	0.333333333333 	0.0 	0.2 	0.0 	0.0 	0.0666666666667 	0.4 	0.0 
Pf3D7_07_v3	690000	695000	5000	4995	4995	97.3676	93.8548	100.8062	97.3676	93.9465465465	100.903503504 	8 	0.0 	0.0 	0.0 	1.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	1.0 	0.0 	6 	0.0 	0.0 	0.0 	1.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	1.0 	0.0 
Pf3D7_07_v3	695000	700000	5000	4999	5000	103.038	98.9456	99.9758	103.038	98.9649929986	99.9758 	12 	0.0 	0.0833333333333 	0.0833333333333 	0.833333333333 	0.0 	0.0 	0.0833333333333 	0.0 	0.0833333333333 	0.0 	0.0 	0.833333333333 	0.0 	16 	0.0 	0.0625 	0.0 	0.5625 	0.375 	0.0 	0.0 	0.1875 	0.0 	0.0 	0.0 	0.8125 	0.0 
Pf3D7_07_v3	700000	705000	5000	5000	5000	97.4496	101.344	104.7566	97.4496	101.344	104.7566 	15 	0.0 	0.2 	0.133333333333 	0.666666666667 	0.0 	0.133333333333 	0.0666666666667 	0.0 	0.0 	0.0666666666667 	0.0666666666667 	0.666666666667 	0.0 	7 	0.0 	0.0 	0.0 	0.714285714286 	0.285714285714 	0.142857142857 	0.0 	0.0 	0.0 	0.142857142857 	0.0 	0.714285714286 	0.0 
Pf3D7_07_v3	705000	710000	5000	5000	5000	101.762	94.641	96.5174	101.762	94.641	96.5174 	23 	0.0 	0.217391304348 	0.217391304348 	0.565217391304 	0.0 	0.0434782608696 	0.130434782609 	0.0434782608696 	0.0 	0.0434782608696 	0.173913043478 	0.565217391304 	0.0 	14 	0.0 	0.357142857143 	0.0 	0.357142857143 	0.285714285714 	0.285714285714 	0.214285714286 	0.0 	0.0 	0.0 	0.0714285714286 	0.428571428571 	0.0 
Pf3D7_07_v3	710000	715000	5000	5000	5000	99.5756	96.2626	112.6384	99.5756	96.2626	112.6384 	10 	0.0 	0.3 	0.1 	0.6 	0.0 	0.0 	0.3 	0.0 	0.0 	0.1 	0.0 	0.6 	0.0 	7 	0.0 	0.142857142857 	0.285714285714 	0.428571428571 	0.142857142857 	0.0 	0.285714285714 	0.0 	0.0 	0.285714285714 	0.0 	0.428571428571 	0.0 
Pf3D7_07_v3	715000	720000	5000	5000	5000	102.8926	95.0136	108.0172	102.8926	95.0136	108.0172 	22 	0.0 	0.0 	0.0 	1.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	1.0 	0.0 	10 	0.0 	0.0 	0.0 	0.7 	0.3 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	1.0 	0.0 
Pf3D7_07_v3	720000	725000	5000	4988	5000	95.7262	95.0808	100.7172	95.7262	95.3077385726	100.7172 	8 	0.0 	0.0 	0.125 	0.875 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.125 	0.875 	0.0 	14 	0.0 	0.0 	0.0 	0.571428571429 	0.428571428571 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	1.0 	0.0 
Pf3D7_07_v3	725000	730000	5000	5000	5000	100.386	92.179	92.4878	100.386	92.179	92.4878 	15 	0.0 	0.2 	0.0666666666667 	0.733333333333 	0.0 	0.0 	0.2 	0.0 	0.0 	0.0666666666667 	0.0 	0.733333333333 	0.0 	18 	0.0 	0.388888888889 	0.111111111111 	0.333333333333 	0.166666666667 	0.166666666667 	0.111111111111 	0.166666666667 	0.0 	0.0555555555556 	0.0555555555556 	0.444444444444 	0.0 
Pf3D7_07_v3	730000	735000	5000	4934	4991	99.741	96.6386	95.7004	99.741	97.9282529388	95.8707673813 	9 	0.0 	0.444444444444 	0.111111111111 	0.444444444444 	0.0 	0.0 	0.444444444444 	0.0 	0.0 	0.111111111111 	0.0 	0.444444444444 	0.0 	13 	0.0 	0.0769230769231 	0.153846153846 	0.230769230769 	0.538461538462 	0.0 	0.230769230769 	0.0 	0.0 	0.153846153846 	0.0 	0.615384615385 	0.0 
Pf3D7_07_v3	735000	740000	5000	4996	5000	96.6812	104.8568	103.829	96.6812	104.939551641	103.829 	9 	0.0 	0.111111111111 	0.111111111111 	0.777777777778 	0.0 	0.0 	0.111111111111 	0.0 	0.0 	0.111111111111 	0.0 	0.777777777778 	0.0 	12 	0.0 	0.0 	0.0 	0.5 	0.5 	0.0 	0.0 	0.0 	0.0 	0.0833333333333 	0.0 	0.916666666667 	0.0 
Pf3D7_07_v3	740000	745000	5000	5000	5000	100.866	104.538	104.205	100.866	104.538	104.205 	20 	0.0 	0.2 	0.05 	0.75 	0.0 	0.0 	0.2 	0.0 	0.0 	0.0 	0.05 	0.75 	0.0 	17 	0.0 	0.411764705882 	0.0 	0.117647058824 	0.470588235294 	0.235294117647 	0.352941176471 	0.117647058824 	0.0 	0.0 	0.117647058824 	0.176470588235 	0.0 
Pf3D7_07_v3	745000	750000	4980	4957	4997	96.7516	96.3082	96.1964	97.1289156627	97.139197095	96.2517510506 	26 	0.0 	0.615384615385 	0.269230769231 	0.115384615385 	0.0 	0.461538461538 	0.153846153846 	0.0 	0.153846153846 	0.115384615385 	0.0 	0.115384615385 	0.0 	23 	0.0 	0.478260869565 	0.0434782608696 	0.304347826087 	0.173913043478 	0.391304347826 	0.0434782608696 	0.130434782609 	0.0 	0.0434782608696 	0.0 	0.391304347826 	0.0 
